query,source,author,title,description,content,url,published_at
artificial intelligence,The New York Times,By Erin Griffith,"Investors Pour $27.1 Billion Into A.I. Start-Ups, Defying a Downturn","Funding for A.I. firms made up nearly half the $56 billion in U.S. start-up financing from April to June, according to PitchBook.","Funding for A.I. firms made up nearly half the $56 billion in U.S. start-up financing from April to June, according to PitchBook.",https://www.nytimes.com/2024/07/03/technology/ai-startups-funding.html,2024-07-03T04:01:08Z
artificial intelligence,The New York Times,By Priya Krishna,Celebrity Coffee Is the Next Celebrity Tequila,"Household names like Tom Hanks, Rudy Giuliani and the Weeknd are betting big on brew. Here’s what we thought of seven celebrity coffee brands.","Household names like Tom Hanks, Rudy Giuliani and the Weeknd are betting big on brew. Here’s what we thought of seven celebrity coffee brands.",https://www.nytimes.com/2024/08/01/dining/celebrity-coffee.html,2024-08-01T09:02:58Z
artificial intelligence,The New York Times,By Travis Diehl,"This Filmmaker Saw War Everywhere, and So Can You","Harun Farocki, a German artist and documentarian, spent his career unpacking how consumer and military technology intermingle in even the most mundane images.","Harun Farocki, a German artist and documentarian, spent his career unpacking how consumer and military technology intermingle in even the most mundane images.",https://www.nytimes.com/2024/08/01/arts/design/harun-farocki-filmmaker-greene-naftali.html,2024-08-01T09:03:42Z
artificial intelligence,The New York Times,By Vivian Nereim,The Threat of More War,We examine the contradictions in the Middle East.,We examine the contradictions in the Middle East.,https://www.nytimes.com/2024/08/01/briefing/the-threat-of-more-war.html,2024-08-01T10:35:21Z
artificial intelligence,The New York Times,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",Meta’s Lesson in Allaying Wall Street’s A.I. Fears,The tech giant is doubling down on its huge spending on artificial intelligence — but not at the expense of profits.,The tech giant is doubling down on its huge spending on artificial intelligence — but not at the expense of profits.,https://www.nytimes.com/2024/08/01/business/dealbook/meta-ai-wall-street.html,2024-08-01T11:43:55Z
artificial intelligence,The New York Times,"By Ronen Bergman, Mark Mazzetti and Farnaz Fassihi",Bomb Smuggled Into Tehran Guesthouse Months Ago Killed Hamas Leader,"An explosive device hidden in a heavily guarded complex where Ismail Haniyeh was known to stay in Iran was what killed him, according to a Times investigation.","An explosive device hidden in a heavily guarded complex where Ismail Haniyeh was known to stay in Iran was what killed him, according to a Times investigation.",https://www.nytimes.com/2024/08/01/world/middleeast/how-hamas-leader-haniyeh-killed-iran-bomb.html,2024-08-01T13:11:17Z
artificial intelligence,The New York Times,By Talmon Joseph Smith,"Productivity Surges 2.3%, Beating Forecasts","Output was up sharply in the second quarter, with the rise in goods produced far exceeding the increase in hours worked.","Output was up sharply in the second quarter, with the rise in goods produced far exceeding the increase in hours worked.",https://www.nytimes.com/2024/08/01/business/economy/labor-productivity.html,2024-08-01T13:58:11Z
artificial intelligence,The New York Times,By Don Clark,"Intel Will Cut Over 15,000 Jobs Amid Struggles to Turn Itself Around",The Silicon Valley chip maker also reported a net loss and declining revenue in the latest quarter.,The Silicon Valley chip maker also reported a net loss and declining revenue in the latest quarter.,https://www.nytimes.com/2024/08/01/technology/intel-layoffs-quarterly-report.html,2024-08-01T20:35:35Z
artificial intelligence,The New York Times,By Karen Weise,"Amazon Cautions That When the News Gets Nutty, People Shop Less","The e-commerce giant reported a profitable second quarter, but warned that the third quarter will be harder to predict.","The e-commerce giant reported a profitable second quarter, but warned that the third quarter will be harder to predict.",https://www.nytimes.com/2024/08/01/technology/amazon-earnings-q2.html,2024-08-01T20:49:49Z
artificial intelligence,The New York Times,By Tripp Mickle,Sales of Macs and iPads Lead Apple’s Quarterly Revenue Up 5%,"While iPhone sales dropped 1 percent, consumer interest in Apple’s flagship product is expected to pick up later this year.","While iPhone sales dropped 1 percent, consumer interest in Apple’s flagship product is expected to pick up later this year.",https://www.nytimes.com/2024/08/01/technology/apple-quarterly-revenue-up-5.html,2024-08-01T20:59:10Z
artificial intelligence,The New York Times,By Damien Cave,Talking Trump and Economics With Joseph Stiglitz in Sydney,The eminent economist describes Donald Trump and the MAGA movement as a response to the failure of nearly 40 years of neoliberalism.,The eminent economist describes Donald Trump and the MAGA movement as a response to the failure of nearly 40 years of neoliberalism.,https://www.nytimes.com/2024/08/02/world/australia/joseph-stiglitz-trump-neoliberalism-failure.html,2024-08-02T08:47:47Z
artificial intelligence,The New York Times,By James Poniewozik,"Review: On ‘English Teacher,’ School Is a Battlefield",A new FX sitcom handles the educational culture wars with a light touch.,A new FX sitcom handles the educational culture wars with a light touch.,https://www.nytimes.com/2024/09/01/arts/television/review-english-teacher.html,2024-09-01T09:01:24Z
artificial intelligence,The New York Times,By Gaya Gupta,Monday Briefing: Thousands Protest in Israel,"Plus, the Great Lego Spill of 1997.","Plus, the Great Lego Spill of 1997.",https://www.nytimes.com/2024/09/01/briefing/israeli-election-afd.html,2024-09-01T20:57:03Z
artificial intelligence,The New York Times,By Natasha Frost,Monday Briefing,Anger and grief in Israel.,Anger and grief in Israel.,https://www.nytimes.com/2024/09/02/briefing/israel-protests-germany-elections-trump-harris.html,2024-09-02T04:19:03Z
artificial intelligence,The New York Times,By Wilson Wong,24 Works of Fiction and Poetry to Read This Fall,"Check out new books by Sally Rooney, Rachel Kushner and Richard Powers, and revisit familiar worlds from Karl Ove Knausgaard, Haruki Murakami and Jeff VanderMeer.","Check out new books by Sally Rooney, Rachel Kushner and Richard Powers, and revisit familiar worlds from Karl Ove Knausgaard, Haruki Murakami and Jeff VanderMeer.",https://www.nytimes.com/2024/09/02/books/fiction-books-fall.html,2024-09-02T09:01:04Z
artificial intelligence,The New York Times,By David Leonhardt,The Connections Bot,We explain a new feature from the creators of WordleBot.,We explain a new feature from the creators of WordleBot.,https://www.nytimes.com/2024/09/02/briefing/the-connections-bot.html,2024-09-02T10:33:39Z
artificial intelligence,The New York Times,By Yan Zhuang and Zixu Wang,"Gao Zhen, Artist Who Critiqued the Cultural Revolution, Is Detained in China","Mr. Gao is being held on suspicion of slandering China’s heroes and martyrs, an offense punishable by up to three years in prison, his brother said.","Mr. Gao is being held on suspicion of slandering China’s heroes and martyrs, an offense punishable by up to three years in prison, his brother said.",https://www.nytimes.com/2024/09/02/world/asia/gao-zhen-arrested-china.html,2024-09-02T11:32:41Z
artificial intelligence,The New York Times,By Cade Metz and Mike Isaac,"OpenAI, Still Haunted by Its Chaotic Past, Is Trying to Grow Up",The maker of ChatGPT is struggling to transform itself into a profit-driven company while satisfying worries about the safety of artificial intelligence.,The maker of ChatGPT is struggling to transform itself into a profit-driven company while satisfying worries about the safety of artificial intelligence.,https://www.nytimes.com/2024/09/03/technology/openai-chatgpt-revenue.html,2024-09-03T09:01:00Z
artificial intelligence,The New York Times,By Dan Kaufman,How NAFTA Broke American Politics,"Since its passage in 1993, the trade agreement has played an outsize role in presidential elections — which now often hinge on the three Rust Belt states it helped to hollow out.","Since its passage in 1993, the trade agreement has played an outsize role in presidential elections — which now often hinge on the three Rust Belt states it helped to hollow out.",https://www.nytimes.com/2024/09/03/magazine/nafta-tarriffs-economy-trump-kamala-harris.html,2024-09-03T09:03:08Z
artificial intelligence,The New York Times,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",Why Silicon Valley Is Abuzz Over ‘Founder Mode’,"A debate is brewing among investors and entrepreneurs: Are hands-on founders, such as Steve Jobs and Brian Chesky of Airbnb, the key to start-up success?","A debate is brewing among investors and entrepreneurs: Are hands-on founders, such as Steve Jobs and Brian Chesky of Airbnb, the key to start-up success?",https://www.nytimes.com/2024/09/03/business/dealbook/founder-mode-chesky-graham.html,2024-09-03T11:50:22Z
artificial intelligence,The New York Times,"By Cade Metz, Jason Henry, Ben Laffin, Rebecca Lieberman and Yiwen Lu",How Self-Driving Cars Get Help From Humans Hundreds of Miles Away,"Zoox, a self-driving car company owned by Amazon, is deploying robot taxis without steering wheels, driver seats or drivers. But like all other self-driving cars, they still need help from humans.","Zoox, a self-driving car company owned by Amazon, is deploying robot taxis without steering wheels, driver seats or drivers. But like all other self-driving cars, they still need help from humans.",https://www.nytimes.com/interactive/2024/09/03/technology/zoox-self-driving-cars-remote-control.html,2024-09-04T00:56:34Z
artificial intelligence,The New York Times,By Shawn Hubler,Newsom Tacks to the Middle With California in the Spotlight,"While Donald J. Trump has attacked California as too liberal for the nation, Gov. Gavin Newsom has vetoed several bills that could have become political fodder.","While Donald J. Trump has attacked California as too liberal for the nation, Gov. Gavin Newsom has vetoed several bills that could have become political fodder.",https://www.nytimes.com/2024/09/30/us/newsom-california-bill-politics.html,2024-10-01T00:21:58Z
artificial intelligence,The New York Times,By Jesse Green,Robert Downey Jr. Is a Novelist With a Novel Muse in ‘McNeal’,The “Oppenheimer” star makes his Broadway debut in Ayad Akhtar’s timely new play about a literary lion who gets assistance from A.I.,The “Oppenheimer” star makes his Broadway debut in Ayad Akhtar’s timely new play about a literary lion who gets assistance from A.I.,https://www.nytimes.com/2024/09/30/theater/mcneal-review-ai-robert-downey-jr.html,2024-10-01T01:00:09Z
